ukase,"an edict of the Russian tsar"
ukases,"an edict of the Russian tsar"
uke,"a small guitar having four strings"
ukelele
ukeleles
ukes,"a small guitar having four strings"
ukulele,"a small guitar having four strings"
ukuleles,"a small guitar having four strings"
