pub,"tavern consisting of a building with a bar and public rooms; often provides light meals"
puberal
pubertal,"of or related to puberty"
puberties
puberty,"the time of life when sex glands become functional"
pubes,"the lower part of the abdomen just above the external genital organs"
pubic,"relating or near the pubis; "pubic bones"; "pubic hair""
pubis,"one of the three sections of the hipbone; together these two bones form the front of the pelvis"
public,"people in general considered as a whole; "he is a hero in the eyes of the public"","a body of people sharing some common interest; "the reading public"","not private; open to or concerning the people as a whole; "the public good"; "public libraries"; "public funds"; "public parks"; "a public scandal"; "public gardens"; "performers and members of royal families are public figures"","affecting the people or community as a whole; "community leaders"; "community interests"; "the public welfare""
publican,"the keeper of a public house"
publicans,"the keeper of a public house"
publication,"a copy of a printed work offered for distribution","the act of issuing printed materials","the communication of something to the public; making information generally known","the business of issuing printed matter for sale or distribution"
publications,"a copy of a printed work offered for distribution","the act of issuing printed materials","the communication of something to the public; making information generally known","the business of issuing printed matter for sale or distribution"
publicist,"someone who publicizes"
publicists,"someone who publicizes"
publicities
publicity,"a message issued in behalf of some product or cause or idea or person or institution; "the packaging of new ideas"","the quality of being open to public view; "the publicity of the court room""
publicize,"make public; "She aired her opinions on welfare"","call attention to; "Please don't advertise the fact that he has AIDS""
publicized,"made known; especially made widely known"
publicizes,"make public; "She aired her opinions on welfare"","call attention to; "Please don't advertise the fact that he has AIDS""
publicizing,"the business of drawing public attention to goods and services"
publicly,"in a manner accessible to or observable by the public; openly; "she admitted publicly to being a communist"","by the public or the people generally; "publicly provided medical care"; "publicly financed schools""
publics,"people in general considered as a whole; "he is a hero in the eyes of the public"","a body of people sharing some common interest; "the reading public"","not private; open to or concerning the people as a whole; "the public good"; "public libraries"; "public funds"; "public parks"; "a public scandal"; "public gardens"; "performers and members of royal families are public figures"","affecting the people or community as a whole; "community leaders"; "community interests"; "the public welfare""
publish,"put into print; "The newspaper published the news of the royal couple's divorce"; "These news should not be printed"","prepare and issue for public distribution or sale; "publish a magazine or newspaper"","have (one's written work) issued for publication; "How many books did Georges Simenon write?"; "She published 25 books during her long career""
published,"prepared and printed for distribution and sale; "the complete published works Dickens"","formally made public; "published accounts""
publisher,"a firm in the publishing business","a person engaged in publishing periodicals or books or music","the proprietor of a newspaper"
publishers,"a firm in the publishing business","a person engaged in publishing periodicals or books or music","the proprietor of a newspaper"
publishes
publishing,"the business of issuing printed matter for sale or distribution"
pubs,"tavern consisting of a building with a bar and public rooms; often provides light meals"
puccoon,"perennial plant of eastern North America having hairy foliage yielding a red or yellow pigment","perennial woodland native of North America having a red root and red sap and bearing a solitary lobed leaf and white flower in early spring and having acrid emetic properties; rootstock used as a stimulant and expectorant"
puccoons,"perennial plant of eastern North America having hairy foliage yielding a red or yellow pigment","perennial woodland native of North America having a red root and red sap and bearing a solitary lobed leaf and white flower in early spring and having acrid emetic properties; rootstock used as a stimulant and expectorant"
puce,"a color varying from dark purplish brown to dark red"
puces,"a color varying from dark purplish brown to dark red"
puck,"a mischievous sprite of English folklore","a vulcanized rubber disk 3 inches in diameter that is used instead of a ball in ice hockey"
pucka,"absolutely first class and genuine; "pukka sahib"; "pukka quarters with a swarm of servants""
pucker,"an irregular fold in an otherwise even surface (as in cloth)","to gather something into small wrinkles or folds; "She puckered her lips"","draw together into folds or puckers","become wrinkled or drawn together; "her lips puckered""
puckered
puckerer
puckerers
puckerier
puckeriest
puckering
puckers,"an irregular fold in an otherwise even surface (as in cloth)","to gather something into small wrinkles or folds; "She puckered her lips"","draw together into folds or puckers","become wrinkled or drawn together; "her lips puckered""
puckery
puckish,"naughtily or annoyingly playful; "teasing and worrying with impish laughter"; "a wicked prank""
pucks,"a mischievous sprite of English folklore","a vulcanized rubber disk 3 inches in diameter that is used instead of a ball in ice hockey"
pud,"(British) the dessert course of a meal (`pud' is used informally)"
pudding,"any of various soft thick unsweetened baked dishes; "corn pudding"","(British) the dessert course of a meal (`pud' is used informally)","any of various soft sweet desserts thickened usually with flour and baked or boiled or steamed"
puddings,"any of various soft thick unsweetened baked dishes; "corn pudding"","(British) the dessert course of a meal (`pud' is used informally)","any of various soft sweet desserts thickened usually with flour and baked or boiled or steamed"
puddle,"a mixture of wet clay and sand that can be used to line a pond and that is impervious to water when dry","a small body of standing water (rainwater) or other liquid; "there were puddles of muddy water in the road after the rain"; "the body lay in a pool of blood"","something resembling a pool of liquid; "he stood in a pool of light"; "his chair sat in a puddle of books and magazines"","wade or dabble in a puddle; "The ducks and geese puddled in the backyard"","subject to puddling or form by puddling; "puddle iron"","dip into mud before planting; "puddle young plants"","work a wet mixture, such as concrete or mud","mess around, as in a liquid or paste; "The children are having fun puddling in paint"","make into a puddle; "puddled mire"","make a puddle by splashing water","mix up or confuse; "He muddled the issues"","eliminate urine; "Again, the cat had made on the expensive rug""
puddled
puddler,"a worker who turns pig iron into wrought iron by puddling"
puddlers,"a worker who turns pig iron into wrought iron by puddling"
puddles,"a mixture of wet clay and sand that can be used to line a pond and that is impervious to water when dry","a small body of standing water (rainwater) or other liquid; "there were puddles of muddy water in the road after the rain"; "the body lay in a pool of blood"","something resembling a pool of liquid; "he stood in a pool of light"; "his chair sat in a puddle of books and magazines"","wade or dabble in a puddle; "The ducks and geese puddled in the backyard"","subject to puddling or form by puddling; "puddle iron"","dip into mud before planting; "puddle young plants"","work a wet mixture, such as concrete or mud","mess around, as in a liquid or paste; "The children are having fun puddling in paint"","make into a puddle; "puddled mire"","make a puddle by splashing water","mix up or confuse; "He muddled the issues"","eliminate urine; "Again, the cat had made on the expensive rug""
puddlier
puddliest
puddling
puddlings
puddly
pudencies
pudency
pudenda,"human external genital organs collectively especially of a female"
pudendal,"of or relating to or near the pudendum; "pudendal nerve""
pudendum,"human external genital organs collectively especially of a female"
pudgier,"short and plump"
pudgiest,"short and plump"
pudgily
pudgy,"short and plump"
pudic
puds,"(British) the dessert course of a meal (`pud' is used informally)"
pueblo,"a member of any of about two dozen Native American peoples called `Pueblos' by the Spanish because they live in pueblos (villages built of adobe and rock)","a city in Colorado to the south of Colorado Springs","a communal village built by Indians in the southwestern United States"
pueblos,"a member of any of about two dozen Native American peoples called `Pueblos' by the Spanish because they live in pueblos (villages built of adobe and rock)","a city in Colorado to the south of Colorado Springs","a communal village built by Indians in the southwestern United States"
puerile,"of or characteristic of a child; "puerile breathing"","displaying or suggesting a lack of maturity; "adolescent insecurity"; "jejune responses to our problems"; "their behavior was juvenile"; "puerile jokes""
puerilities
puerility,"the state of a child between infancy and adolescence","a property characteristic of a child"
puff,"a short light gust of air","a light inflated pastry or puff shell","exaggerated praise (as for promotional purposes)","bedding made of two layers of cloth filled with stuffing and stitched together","a soft spherical object made from fluffy fibers; for applying powder to the skin","thick cushion used as a seat","a slow inhalation (as of tobacco smoke); "he took a puff on his pipe"; "he took a drag on his cigarette and expelled the smoke slowly"","forceful exhalation through the nose or mouth; "he gave his nose a loud blow"; "he blew out all the candles with a single puff"","smoke and exhale strongly; "puff a cigar"; "whiff a pipe"","suck in or take (air); "draw a deep breath"; "draw on a cigarette"","breathe noisily, as when one is exhausted; "The runners reached the finish line, panting heavily"","make proud or conceited; "The sudden fame puffed her ego"","praise extravagantly; "The critics puffed up this Broadway production"","speak in a blustering or scornful manner; "A puffing kind of man"","to swell or cause to enlarge, "Her faced puffed up from the drugs"; "puffed out chests"","blow hard and loudly; "he huffed and puffed as he made his way up the mountain"","gathered for protruding fullness; "puff sleeves""
puffball,"any of various fungi of the family Lycoperdaceae whose round fruiting body discharges a cloud of spores when mature","any of various fungi of the genus Scleroderma having hard-skinned subterranean fruiting bodies resembling truffles"
puffballs,"any of various fungi of the family Lycoperdaceae whose round fruiting body discharges a cloud of spores when mature","any of various fungi of the genus Scleroderma having hard-skinned subterranean fruiting bodies resembling truffles"
puffed,"gathered for protruding fullness; "puff sleeves""
