placable,"easily calmed or pacified"
placably
placard,"a sign posted in a public place as an advertisement; "a poster advertised the coming attractions"","post in a public place","publicize or announce by placards"
placarded
placarding
placards,"a sign posted in a public place as an advertisement; "a poster advertised the coming attractions"","post in a public place","publicize or announce by placards"
placate,"cause to be more favorably inclined; gain the good will of; "She managed to mollify the angry customer""
placated
placater
placaters
placates,"cause to be more favorably inclined; gain the good will of; "She managed to mollify the angry customer""
placating,"intended to pacify by acceding to demands or granting concessions; "the appeasing concessions to the Nazis at Munich"; "placating (or placative) gestures"; "an astonishingly placatory speech""
