aubade
aubades
auberge,"a hotel providing overnight lodging for travelers"
auberges,"a hotel providing overnight lodging for travelers"
auburn,"(of hair) colored a moderate reddish-brown; "auburn hair""
auburns,"(of hair) colored a moderate reddish-brown; "auburn hair""
auction,"a variety of bridge in which tricks made in excess of the contract are scored toward game; now generally superseded by contract bridge","the public sale of something to the highest bidder","sell at an auction"
auctioned
auctioneer,"an agent who conducts an auction","sell at an auction"
auctioneers,"an agent who conducts an auction","sell at an auction"
auctioning
auctions,"a variety of bridge in which tricks made in excess of the contract are scored toward game; now generally superseded by contract bridge","the public sale of something to the highest bidder","sell at an auction"
audacious,"invulnerable to fear or intimidation; "audacious explorers"; "fearless reporters and photographers"; "intrepid pioneers"","unrestrained by convention or propriety; "an audacious trick to pull"; "a barefaced hypocrite"; "the most bodacious display of tourism this side of Anaheim"- Los Angeles Times; "bald-faced lies"; "brazen arrogance"; "the modern world with its quick material successes and insolent belief in the boundless possibilities of progress"- Bertrand Russell","disposed to venture or take risks; "audacious visions of the total conquest of space"; "an audacious interpretation of two Jacobean dramas"; "the most daring of contemporary fiction writers"; "a venturesome investor"; "a venturous spirit""
audacities
audacity,"fearless daring","aggressive boldness or unmitigated effrontery; "he had the audacity to question my decision""
audad,"wild sheep of northern Africa"
audads,"wild sheep of northern Africa"
audible,"a football play is changed orally after both teams have assumed their positions at the line of scrimmage","heard or perceptible by the ear; "he spoke in an audible whisper""
audibles,"a football play is changed orally after both teams have assumed their positions at the line of scrimmage","heard or perceptible by the ear; "he spoke in an audible whisper""
audibly,"in an audible manner; "he spoke audibly""
audience,"a gathering of spectators or listeners at a (usually public) performance; "the audience applauded"; "someone in the audience began to cough"","the part of the general public interested in a source of information or entertainment; "every artist needs an audience"; "the broadcast reached an audience of millions"","an opportunity to state your case and be heard; "they condemned him without a hearing"; "he saw that he had lost his audience"","a conference (usually with someone important); "he had a consultation with the judge"; "he requested an audience with the king""
audiences,"a gathering of spectators or listeners at a (usually public) performance; "the audience applauded"; "someone in the audience began to cough"","the part of the general public interested in a source of information or entertainment; "every artist needs an audience"; "the broadcast reached an audience of millions"","an opportunity to state your case and be heard; "they condemned him without a hearing"; "he saw that he had lost his audience"","a conference (usually with someone important); "he had a consultation with the judge"; "he requested an audience with the king""
audient
audients
audile,"one whose mental imagery is auditory rather than visual or motor","of or relating to the process of hearing; "auditory processing"; "an audile person""
audiles,"one whose mental imagery is auditory rather than visual or motor","of or relating to the process of hearing; "auditory processing"; "an audile person""
auding
audings
audio,"the audible part of a transmitted signal; "they always raise the audio for commercials"","an audible acoustic wave frequency","a recording of acoustic signals","the sound elements of television"
audiogram,"a graphical representation of a person's auditory sensitivity to sound"
audiograms,"a graphical representation of a person's auditory sensitivity to sound"
audios,"the audible part of a transmitted signal; "they always raise the audio for commercials"","an audible acoustic wave frequency","a recording of acoustic signals","the sound elements of television"
audit,"an inspection of the accounting procedures and records by a trained accountant or CPA","a methodical examination or review of a condition or situation; "he made an audit of all the plants on his property"; "an energy efficiency audit"; "an email log audit"","examine carefully for accuracy with the intent of verification; "audit accounts and tax returns"","attend academic courses without getting credit"
audited
auditing
audition,"the ability to hear; the auditory faculty; "his hearing was impaired"","a test of the suitability of a performer","perform in order to get a role; "She auditioned for a role on Broadway""
auditioned
auditioning
auditions,"the ability to hear; the auditory faculty; "his hearing was impaired"","a test of the suitability of a performer","perform in order to get a role; "She auditioned for a role on Broadway""
auditive,"of or relating to the process of hearing; "auditory processing"; "an audile person""
auditives,"of or relating to the process of hearing; "auditory processing"; "an audile person""
auditor,"someone who listens attentively","a student who attends a course but does not take it for credit","a qualified accountant who inspects the accounting records and practices of a business or other organization"
auditories
auditorium,"the area of a theater or concert hall where the audience sits"
auditoriums,"the area of a theater or concert hall where the audience sits"
auditors,"someone who listens attentively","a student who attends a course but does not take it for credit","a qualified accountant who inspects the accounting records and practices of a business or other organization"
auditory,"of or relating to the process of hearing; "auditory processing"; "an audile person""
audits,"an inspection of the accounting procedures and records by a trained accountant or CPA","a methodical examination or review of a condition or situation; "he made an audit of all the plants on his property"; "an energy efficiency audit"; "an email log audit"","examine carefully for accuracy with the intent of verification; "audit accounts and tax returns"","attend academic courses without getting credit"
augend,"a number to which another number (the addend) is added"
augends,"a number to which another number (the addend) is added"
auger,"a long flexible steel coil for dislodging stoppages in curved pipes","hand tool for boring holes"
augers,"a long flexible steel coil for dislodging stoppages in curved pipes","hand tool for boring holes"
aught,"a quantity of no importance; "it looked like nothing I had ever seen before"; "reduced to nil all the work we had done"; "we racked up a pathetic goose egg"; "it was all for naught"; "I didn't hear zilch about it""
aughts,"a quantity of no importance; "it looked like nothing I had ever seen before"; "reduced to nil all the work we had done"; "we racked up a pathetic goose egg"; "it was all for naught"; "I didn't hear zilch about it""
augite,"dark-green to black glassy mineral of the pyroxene group containing large amounts of aluminum and iron and magnesium"
augites,"dark-green to black glassy mineral of the pyroxene group containing large amounts of aluminum and iron and magnesium"
augitic,"of or relating to or containing the mineral augite"
augment,"enlarge or increase; "The recent speech of the president augmented tensions in the Near East"","grow or intensify; "The pressure augmented""
augmentation,"the amount by which something increases","the statement of a theme in notes of greater duration (usually twice the length of the original)","the act of augmenting"
augmentations,"the amount by which something increases","the statement of a theme in notes of greater duration (usually twice the length of the original)","the act of augmenting"
