goa,"a state of southwestern India; a former Portuguese colony"
goad,"a pointed instrument that is used to prod into a state of motion","a verbalization that encourages you to attempt something; "the ceaseless prodding got on his nerves"","give heart or courage to","urge with or as if with a goad","stab or urge on as if with a pointed stick","goad or provoke,as by constant criticism; "He needled her with his sarcastic remarks""
goaded,"compelled forcibly by an outside agency; "mobs goaded by blind hatred""
goading,"a verbalization that encourages you to attempt something; "the ceaseless prodding got on his nerves""
goadlike
goads,"a pointed instrument that is used to prod into a state of motion","a verbalization that encourages you to attempt something; "the ceaseless prodding got on his nerves"","give heart or courage to","urge with or as if with a goad","stab or urge on as if with a pointed stick","goad or provoke,as by constant criticism; "He needled her with his sarcastic remarks""
goal,"the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it; "the ends justify the means"","the place designated as the end (as of a race or journey); "a crowd assembled at the finish"; "he was nearly exhausted as their destination came into view"","game equipment consisting of the place toward which players of a game try to advance a ball or puck in order to score points","a successful attempt at scoring; "the winning goal came with less than a minute left to play""
goaled
goalie,"the soccer or hockey player assigned to protect the goal","the defensive position on an ice hockey or soccer or lacrosse team who stands in front of the goal and tries to prevent opposing players from scoring"
goalies,"the soccer or hockey player assigned to protect the goal","the defensive position on an ice hockey or soccer or lacrosse team who stands in front of the goal and tries to prevent opposing players from scoring"
goaling
goalkeeper,"the soccer or hockey player assigned to protect the goal","the defensive position on an ice hockey or soccer or lacrosse team who stands in front of the goal and tries to prevent opposing players from scoring"
goalkeepers,"the soccer or hockey player assigned to protect the goal","the defensive position on an ice hockey or soccer or lacrosse team who stands in front of the goal and tries to prevent opposing players from scoring"
goalless,"having no points scores; "a scoreless inning""
goalpost,"one of a pair of posts (usually joined by a crossbar) that are set up as a goal at each end of a playing field"
goalposts,"one of a pair of posts (usually joined by a crossbar) that are set up as a goal at each end of a playing field"
goals,"the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it; "the ends justify the means"","the place designated as the end (as of a race or journey); "a crowd assembled at the finish"; "he was nearly exhausted as their destination came into view"","game equipment consisting of the place toward which players of a game try to advance a ball or puck in order to score points","a successful attempt at scoring; "the winning goal came with less than a minute left to play""
goas,"a state of southwestern India; a former Portuguese colony"
goat,"any of numerous agile ruminants related to sheep but having a beard and straight horns","a victim of ridicule or pranks","(astrology) a person who is born while the sun is in Capricorn","the tenth sign of the zodiac; the sun is in this sign from about December 22 to January 19"
goatee,"a small chin beard trimmed to a point; named for its resemblance to a goat's beard"
goateed,"having a small pointed chin beard"
goatees,"a small chin beard trimmed to a point; named for its resemblance to a goat's beard"
goatfish,"brightly colored tropical fishes with chin barbels"
goatfishes,"brightly colored tropical fishes with chin barbels"
goatherd,"a person who tends a flock of goats"
goatherds,"a person who tends a flock of goats"
goatish
goatlike
goats,"any of numerous agile ruminants related to sheep but having a beard and straight horns","a victim of ridicule or pranks","(astrology) a person who is born while the sun is in Capricorn","the tenth sign of the zodiac; the sun is in this sign from about December 22 to January 19"
goatskin,"the hide of a goat"
goatskins,"the hide of a goat"
gob,"a man who serves as a sailor","a lump of slimy stuff; "a gob of phlegm"","informal terms for the mouth"
goban
gobang
gobangs
gobans
gobbed
gobbet,"a lump or chunk of raw meat"
gobbets,"a lump or chunk of raw meat"
gobbing
gobble,"the characteristic sound made by a turkey cock","eat hastily without proper chewing; "Don't bolt your food!"","make a gurgling sound, characteristic of turkeys"
gobbled
gobbledegook
gobbledegooks
gobbledygook,"incomprehensible or pompous jargon of specialists"
gobbledygooks,"incomprehensible or pompous jargon of specialists"
gobbler,"a hasty eater who swallows large mouthfuls","male turkey"
gobblers,"a hasty eater who swallows large mouthfuls","male turkey"
gobbles,"the characteristic sound made by a turkey cock","eat hastily without proper chewing; "Don't bolt your food!"","make a gurgling sound, characteristic of turkeys"
gobbling
gobies
gobioid
gobioids
goblet,"a drinking glass with a base and stem","a bowl-shaped drinking vessel; especially the Eucharistic cup"
goblets,"a drinking glass with a base and stem","a bowl-shaped drinking vessel; especially the Eucharistic cup"
goblin,"(folklore) a small grotesque supernatural creature that makes trouble for human beings"
goblins,"(folklore) a small grotesque supernatural creature that makes trouble for human beings"
gobo
goboes
gobonee
gobony
gobos
gobs,"a large number or amount; "made lots of new friends"; "she amassed stacks of newspapers""
goby,"small spiny-finned fish of coastal or brackish waters having a large head and elongated tapering body having the ventral fins modified as a sucker"
