nob,"informal term for an upper-class or wealthy person"
nobbier
nobbiest
nobbily
nobble,"deprive of by deceit; "He swindled me out of my inheritance"; "She defrauded the customers who trusted her"; "the cashier gypped me when he gave me too little change"","make off with belongings of others","take away to an undisclosed location against their will and usually in order to extract a ransom; "The industrialist's son was kidnapped"","disable by drugging; "nobble the race horses""
nobbled
nobbler
nobblers
nobbles,"deprive of by deceit; "He swindled me out of my inheritance"; "She defrauded the customers who trusted her"; "the cashier gypped me when he gave me too little change"","make off with belongings of others","take away to an undisclosed location against their will and usually in order to extract a ransom; "The industrialist's son was kidnapped"","disable by drugging; "nobble the race horses""
nobbling
nobby
nobelium,"a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known"
nobeliums,"a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known"
nobilities
nobility,"a privileged class holding hereditary titles","the quality of elevation of mind and exaltation of character or ideals or conduct","the state of being of noble birth"
noble,"a titled peer of the realm","impressive in appearance; "a baronial mansion"; "an imposing residence"; "a noble tree"; "severe-looking policemen sat astride noble horses"; "stately columns"","of or belonging to or constituting the hereditary aristocracy especially as derived from feudal times; "of noble birth"","having or showing or indicative of high or elevated character; "a noble spirit"; "noble deeds"","inert especially toward oxygen; "a noble gas such as helium or neon"; "noble metals include gold and silver and platinum""
nobleman,"a titled peer of the realm"
noblemen
nobleness,"the quality of elevation of mind and exaltation of character or ideals or conduct"
noblenesses
nobler
nobles,"a titled peer of the realm","impressive in appearance; "a baronial mansion"; "an imposing residence"; "a noble tree"; "severe-looking policemen sat astride noble horses"; "stately columns"","of or belonging to or constituting the hereditary aristocracy especially as derived from feudal times; "of noble birth"","having or showing or indicative of high or elevated character; "a noble spirit"; "noble deeds"","inert especially toward oxygen; "a noble gas such as helium or neon"; "noble metals include gold and silver and platinum""
noblesse,"the state of being of noble birth","members of the nobility (especially of the French nobility)"
noblesses,"the state of being of noble birth","members of the nobility (especially of the French nobility)"
noblest
nobly,"in a noble manner; "she has behaved nobly""
nobodies
nobody,"a person of no influence"
nobs,"informal term for an upper-class or wealthy person"
nocent,"having a tendency to cause harm"
nock,"make small marks into the surface of; "score the clay before firing it""
nocked
nocking
nocks,"make small marks into the surface of; "score the clay before firing it""
noctuid,"usually dull-colored medium-sized nocturnal moth; the usually smooth-bodied larvae are destructive agricultural pests"
noctuids,"usually dull-colored medium-sized nocturnal moth; the usually smooth-bodied larvae are destructive agricultural pests"
noctule
noctules
noctuoid
nocturn
nocturnal,"belonging to or active during the night; "nocturnal animals are active at night"; "nocturnal plants have flowers that open at night and close by day"","of or relating to or occurring in the night; "nocturnal darkness""
nocturne,"a pensive lyrical piece of music (especially for the piano)"
nocturnes,"a pensive lyrical piece of music (especially for the piano)"
nocturns
nocuous
nod,"a sign of assent or salutation or command","the act of nodding the head","express or signify by nodding; "He nodded his approval"","lower and raise the head, as to indicate assent or agreement or confirmation; "The teacher nodded when the student gave the right answer"","let the head fall forward through drowsiness; "The old man was nodding in his chair"","sway gently back and forth, as in a nodding motion; "the flowers were nodding in the breeze"","be almost asleep; "The old man sat nodding by the fireplace""
nodal
nodalities
nodality
nodally
nodded,"express or signify by nodding; "He nodded his approval"","lower and raise the head, as to indicate assent or agreement or confirmation; "The teacher nodded when the student gave the right answer"","let the head fall forward through drowsiness; "The old man was nodding in his chair"","sway gently back and forth, as in a nodding motion; "the flowers were nodding in the breeze"","be almost asleep; "The old man sat nodding by the fireplace""
nodder
nodders
noddies
nodding,"express or signify by nodding; "He nodded his approval"","lower and raise the head, as to indicate assent or agreement or confirmation; "The teacher nodded when the student gave the right answer"","let the head fall forward through drowsiness; "The old man was nodding in his chair"","sway gently back and forth, as in a nodding motion; "the flowers were nodding in the breeze"","be almost asleep; "The old man sat nodding by the fireplace"","having branches or flower heads that bend downward; "nodding daffodils"; "the pendulous branches of a weeping willow"; "lilacs with drooping panicles of fragrant flowers""
noddle,"an informal British expression for head or mind; "use your noddle""
noddled
noddles,"an informal British expression for head or mind; "use your noddle""
noddling
noddy
node,"a connecting point at which several lines come together","any thickened enlargement","(botany) the small swelling that is the part of a plant stem from which one or more leaves emerge","(physics) the point of minimum displacement in a periodic system","(astronomy) a point where an orbit crosses a plane","the source of lymph and lymphocytes","any bulge or swelling of an anatomical structure or part","(computer science) any computer that is hooked up to a computer network"
nodes,"a connecting point at which several lines come together","any thickened enlargement","(botany) the small swelling that is the part of a plant stem from which one or more leaves emerge","(physics) the point of minimum displacement in a periodic system","(astronomy) a point where an orbit crosses a plane","the source of lymph and lymphocytes","any bulge or swelling of an anatomical structure or part","(computer science) any computer that is hooked up to a computer network"
nodi
nodical
nodose
nodosities
nodosity
nodous
nods,"a sign of assent or salutation or command","the act of nodding the head","express or signify by nodding; "He nodded his approval"","lower and raise the head, as to indicate assent or agreement or confirmation; "The teacher nodded when the student gave the right answer"","let the head fall forward through drowsiness; "The old man was nodding in his chair"","sway gently back and forth, as in a nodding motion; "the flowers were nodding in the breeze"","be almost asleep; "The old man sat nodding by the fireplace""
nodular,"relating to or characterized by or having nodules; "Nodular vaginitis"","having nodules or occurring in the form of nodules; "nodular ores""
nodule,"a small node","small rounded wartlike protuberance on a plant","(mineralogy) a small rounded lump of mineral substance (usually harder than the surrounding rock or sediment)"
nodules,"a small node","small rounded wartlike protuberance on a plant","(mineralogy) a small rounded lump of mineral substance (usually harder than the surrounding rock or sediment)"
nodulose,"having minute nodules"
nodulous
nodus
noel,"period extending from Dec. 24 to Jan. 6"
noels,"period extending from Dec. 24 to Jan. 6"
noes,"a negative; "his no was loud and clear"","a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known"
noesis,"the psychological result of perception and learning and reasoning"
noesises
noetic,"of or associated with or requiring the use of the mind; "intellectual problems"; "the triumph of the rational over the animal side of man""
nog,"a wooden pin pushed or driven into a surface","a wooden block built into a masonry wall so that joinery structure can be nailed to it"
nogg
noggin,"informal terms for a human head"
nogging,"rough brick masonry used to fill in the gaps in a wooden frame"
noggings,"rough brick masonry used to fill in the gaps in a wooden frame"
noggins,"informal terms for a human head"
noggs
nogs,"a wooden pin pushed or driven into a surface","a wooden block built into a masonry wall so that joinery structure can be nailed to it"
noh
nohes
nohow,"in no manner; in no way; "We could nohow make out his handwriting""
noil
noils
noily
noir
noise,"sound of any kind (especially unintelligible or dissonant sound); "he enjoyed the street noises"; "they heard indistinct noises of people talking"; "during the firework display that ended the gala the noise reached 98 decibels"","the auditory experience of sound that lacks musical quality; sound that is a disagreeable auditory experience; "modern music is just noise to me"","electrical or acoustic activity that can disturb communication","a loud outcry of protest or complaint; "the announcement of the election recount caused a lot of noise"; "whatever it was he didn't like it and he was going to let them know by making as loud a noise as he could"","incomprehensibility resulting from irrelevant information or meaningless facts or remarks; "all the noise in his speech concealed the fact that he didn't have anything to say"","the quality of lacking any predictable order or plan","emit a noise"
noised
noisemaker,"a device (such as a clapper or bell or horn) used to make a loud noise at a celebration"
noisemakers,"a device (such as a clapper or bell or horn) used to make a loud noise at a celebration"
noises,"sound of any kind (especially unintelligible or dissonant sound); "he enjoyed the street noises"; "they heard indistinct noises of people talking"; "during the firework display that ended the gala the noise reached 98 decibels"","the auditory experience of sound that lacks musical quality; sound that is a disagreeable auditory experience; "modern music is just noise to me"","electrical or acoustic activity that can disturb communication","a loud outcry of protest or complaint; "the announcement of the election recount caused a lot of noise"; "whatever it was he didn't like it and he was going to let them know by making as loud a noise as he could"","incomprehensibility resulting from irrelevant information or meaningless facts or remarks; "all the noise in his speech concealed the fact that he didn't have anything to say"","the quality of lacking any predictable order or plan","emit a noise"
noisier,"full of or characterized by loud and nonmusical sounds; "a noisy cafeteria"; "a small noisy dog"","attracting attention by showiness or bright colors; "a noisy sweater""
noisiest,"full of or characterized by loud and nonmusical sounds; "a noisy cafeteria"; "a small noisy dog"","attracting attention by showiness or bright colors; "a noisy sweater""
noisily,"with much noise or loud and unpleasant sound; "he blew his nose noisily""
noisiness,"the auditory effect characterized by loud and constant noise"
noisinesses
noising
noisome,"causing or able to cause nausea; "a nauseating smell"; "nauseous offal"; "a sickening stench"","offensively malodorous; "a foul odor"; "the kitchen smelled really funky""
noisy,"full of or characterized by loud and nonmusical sounds; "a noisy cafeteria"; "a small noisy dog"","attracting attention by showiness or bright colors; "a noisy sweater""
nolo
nolos
nom
noma,"acute ulceration of the mucous membranes of the mouth or genitals; often seen in undernourished children"
nomad,"a member of a people who have no permanent home but move about according to the seasons"
nomadic,"migratory; "a restless mobile society"; "the nomadic habits of the Bedouins"; "believed the profession of a peregrine typist would have a happy future"; "wandering tribes""
nomadism
nomadisms
nomads,"a member of a people who have no permanent home but move about according to the seasons"
nomarch
nomarchies
nomarchs
nomarchy
nomas,"acute ulceration of the mucous membranes of the mouth or genitals; often seen in undernourished children"
nombles
nombril,"the center point on a shield"
nombrils,"the center point on a shield"
nome,"a town in western Alaska on the southern coast of the Seward Peninsula; an important center of an Alaskan gold rush at the beginning of the 20th century"
nomen
nomenclature,"a system of words used to name things in a particular discipline; "legal terminology"; "biological nomenclature"; "the language of sociology""
nomenclatures,"a system of words used to name things in a particular discipline; "legal terminology"; "biological nomenclature"; "the language of sociology""
nomes,"a town in western Alaska on the southern coast of the Seward Peninsula; an important center of an Alaskan gold rush at the beginning of the 20th century"
nomina
nominal,"a phrase that can function as the subject or object of a verb","relating to or constituting or bearing or giving a name; "the Russian system of nominal brevity"; "a nominal lists of priests"; "taxable males as revealed by the nominal rolls"","insignificantly small; a matter of form only (`tokenish' is informal); "the fee was nominal"; "a token gesture of resistance"; "a toknenish gesture"","pertaining to a noun or to a word group that functions as a noun; "nominal phrase"; "noun phrase"","of, relating to, or characteristic of an amount that is not adjusted for inflation; "the nominal GDP"; "nominal interest rates"","named; bearing the name of a specific person; "nominative shares of stock"","existing in name only; "the nominal (or titular) head of his party""
nominally,"in name only; "nominally he is the boss""
nominals,"a phrase that can function as the subject or object of a verb","relating to or constituting or bearing or giving a name; "the Russian system of nominal brevity"; "a nominal lists of priests"; "taxable males as revealed by the nominal rolls"","insignificantly small; a matter of form only (`tokenish' is informal); "the fee was nominal"; "a token gesture of resistance"; "a toknenish gesture"","pertaining to a noun or to a word group that functions as a noun; "nominal phrase"; "noun phrase"","of, relating to, or characteristic of an amount that is not adjusted for inflation; "the nominal GDP"; "nominal interest rates"","named; bearing the name of a specific person; "nominative shares of stock"","existing in name only; "the nominal (or titular) head of his party""
nominate,"propose as a candidate for some honor","put forward; nominate for appointment to an office or for an honor or position; "The President nominated her as head of the Civil Rights Commission"","charge with a function; charge to be; "She was named Head of the Committee"; "She was made president of the club"","create and charge with a task or function; "nominate a committee""
nominated,"appointed by nomination"
nominates,"propose as a candidate for some honor","put forward; nominate for appointment to an office or for an honor or position; "The President nominated her as head of the Civil Rights Commission"","charge with a function; charge to be; "She was named Head of the Committee"; "She was made president of the club"","create and charge with a task or function; "nominate a committee""
nominating
nomination,"the act of officially naming a candidate; "the Republican nomination for Governor"","the condition of having been proposed as a suitable candidate for appointment or election; "there was keen competition for the nomination"; "his nomination was hotly protested"","an address (usually at a political convention) proposing the name of a candidate to run for election; "the nomination was brief and to the point""
nominations,"the act of officially naming a candidate; "the Republican nomination for Governor"","the condition of having been proposed as a suitable candidate for appointment or election; "there was keen competition for the nomination"; "his nomination was hotly protested"","an address (usually at a political convention) proposing the name of a candidate to run for election; "the nomination was brief and to the point""
nominative,"the category of nouns serving as the grammatical subject of a verb","serving as or indicating the subject of a verb and words identified with the subject of a copular verb; "nominative noun endings"; "predicate nominative"","named; bearing the name of a specific person; "nominative shares of stock"","appointed by nomination"
nominatives,"the category of nouns serving as the grammatical subject of a verb","serving as or indicating the subject of a verb and words identified with the subject of a copular verb; "nominative noun endings"; "predicate nominative"","named; bearing the name of a specific person; "nominative shares of stock"","appointed by nomination"
nominee,"a politician who is running for public office"
nominees,"a politician who is running for public office"
nomism
nomisms
nomistic
nomogram,"a graphic representation of numerical relations"
nomograms,"a graphic representation of numerical relations"
nomoi
nomologies
nomology
nomos
noms
nona
nonabrasive
nonabsorbent,"not capable of absorbing or soaking up (liquids)"
nonacademic
nonaccredited
nonacid
nonacids
nonaddictive,"not causing or characterized by addiction; "for years tobacco companies have contended that tobacco is nonaddictive""
nonadherence
nonadherences
nonadhesive,"not tending to adhere"
nonadjacent,"not adjacent; not next"
nonadjustable
nonadult
nonadults
nonaffiliated
nonage,"any age prior to the legal age"
nonages,"any age prior to the legal age"
nonaggression,"a policy of not initiating hostilities; "they signed a nonaggression pact""
nonaggressions,"a policy of not initiating hostilities; "they signed a nonaggression pact""
nonagon,"a nine-sided polygon"
nonagons,"a nine-sided polygon"
nonalcoholic,"characterized by the absence of alcohol; "nonalcoholic beverages""
nonaligned,"not affiliated with any faction, party, or cause"
nonappearance,"failure to appear (especially as at court)"
nonappearances,"failure to appear (especially as at court)"
nonas
nonautomatic
nonbank
nonbasic
nonbeing,"the state of not being"
nonbeings,"the state of not being"
nonbeliever,"someone who refuses to believe (as in a divinity)"
nonbelievers,"someone who refuses to believe (as in a divinity)"
nonbook
nonbooks
nonbreakable
noncancerous
noncandidate,"someone who has announced they are not a candidate; especially a politician who has announced that he or she is not a candidate for some political office"
noncandidates,"someone who has announced they are not a candidate; especially a politician who has announced that he or she is not a candidate for some political office"
noncarbonated,"not having carbonation"
noncash
nonce,"the present occasion; "for the nonce""
nonces,"the present occasion; "for the nonce""
nonchalance,"the trait of remaining calm and seeming not to care; a casual lack of concern"
nonchalances,"the trait of remaining calm and seeming not to care; a casual lack of concern"
nonchalant,"marked by blithe unconcern; "an ability to interest casual students"; "showed a casual disregard for cold weather"; "an utterly insouciant financial policy"; "an elegantly insouciant manner"; "drove his car with nonchalant abandon"; "was polite in a teasing nonchalant manner""
nonchalantly,"in a composed and unconcerned manner; "without more ado Barker borrowed a knife from his brigade Major and honed it on a carborundum stone as coolly as a butcher"","in an unconcerned manner; "glanced casually at the headlines""
nonchargeable
nonchurchgoer
nonchurchgoers
