qua
quack,"an untrained person who pretends to be a physician and who dispenses medical advice","the harsh sound of a duck","utter quacking noises; "The ducks quacked"","act as a medical quack or a charlatan","medically unqualified; "a quack doctor""
quacked
quackeries
quackery,"medical practice and advice based on observation and experience in ignorance of scientific findings","the dishonesty of a charlatan"
quacking
quackish
quackism
quackisms
quacks,"an untrained person who pretends to be a physician and who dispenses medical advice","the harsh sound of a duck","utter quacking noises; "The ducks quacked"","act as a medical quack or a charlatan","medically unqualified; "a quack doctor""
quad,"one of four children born at the same time from the same pregnancy","a muscle of the thigh that extends the leg","(printing) a block of type without a raised letter; used for spacing between words or sentences","a rectangular area surrounded on all sides by buildings"
quadded
quadding
quadrangle,"a four-sided polygon","a rectangular area surrounded on all sides by buildings"
quadrangles,"a four-sided polygon","a rectangular area surrounded on all sides by buildings"
quadrangular,"of or relating to or shaped like a quadrangle"
quadrans
quadrant,"a quarter of the circumference of a circle","any of the four areas into which a plane is divided by two orthogonal coordinate axes","the area enclosed by two perpendicular radii of a circle","a measuring instrument for measuring altitude of heavenly bodies"
quadrantes
quadrants,"a quarter of the circumference of a circle","any of the four areas into which a plane is divided by two orthogonal coordinate axes","the area enclosed by two perpendicular radii of a circle","a measuring instrument for measuring altitude of heavenly bodies"
quadrat
quadrate,"a cubelike object","a square-shaped object","having four sides and four angles"
quadrated
quadrates,"a cubelike object","a square-shaped object","having four sides and four angles"
quadrating
quadrats
quadric,"a curve or surface whose equation (in Cartesian coordinates) is of the second degree"
quadrics,"a curve or surface whose equation (in Cartesian coordinates) is of the second degree"
quadriga
quadrigae
quadrilateral,"a four-sided polygon","having four sides"
quadrilaterals,"a four-sided polygon","having four sides"
quadrille,"music for dancing the quadrille","a square dance of 5 or more figures for 4 or more couples"
quadrilles,"music for dancing the quadrille","a square dance of 5 or more figures for 4 or more couples"
quadroon,"an offspring of a mulatto and a white parent; a person who is one-quarter black"
quadroons,"an offspring of a mulatto and a white parent; a person who is one-quarter black"
quadruped,"an animal especially a mammal having four limbs specialized for walking","having four feet"
quadrupedal,"having four feet"
quadrupeds,"an animal especially a mammal having four limbs specialized for walking","having four feet"
quadruple,"a set of four similar things considered as a unit","a quantity that is four times as great as another","increase fourfold; "His stock earning quadrupled"","having four units or components; "quadruple rhythm has four beats per measure"; "quadruplex wire"","four times as great or many; "a fourfold increase in the dosage""
quadrupled
quadruples,"a set of four similar things considered as a unit","a quantity that is four times as great as another","increase fourfold; "His stock earning quadrupled"","having four units or components; "quadruple rhythm has four beats per measure"; "quadruplex wire"","four times as great or many; "a fourfold increase in the dosage""
quadruplet,"the cardinal number that is the sum of three and one","one of four children born at the same time from the same pregnancy","a set of four similar things considered as a unit"
quadruplets,"the cardinal number that is the sum of three and one","one of four children born at the same time from the same pregnancy","a set of four similar things considered as a unit"
quadrupling,"increase by a factor of four"
quads,"one of four children born at the same time from the same pregnancy","a muscle of the thigh that extends the leg","(printing) a block of type without a raised letter; used for spacing between words or sentences","a rectangular area surrounded on all sides by buildings"
quaere
quaeres
quaestor,"any of several public officials of ancient Rome (usually in charge of finance and administration)"
quaestors,"any of several public officials of ancient Rome (usually in charge of finance and administration)"
quaff,"a hearty draft","to swallow hurriedly or greedily or in one draught; "The men gulped down their beers""
quaffed
quaffer,"a person who drinks heartily"
quaffers,"a person who drinks heartily"
quaffing
quaffs,"a hearty draft","to swallow hurriedly or greedily or in one draught; "The men gulped down their beers""
quag,"a soft wet area of low-lying land that sinks underfoot"
quagga,"mammal of South Africa that resembled a zebra; extinct since late 19th century"
quaggas,"mammal of South Africa that resembled a zebra; extinct since late 19th century"
quaggier,"(of soil) soft and watery; "the ground was boggy under foot"; "a marshy coastline"; "miry roads"; "wet mucky lowland"; "muddy barnyard"; "quaggy terrain"; "the sloughy edge of the pond"; "swampy bayous""
quaggiest,"(of soil) soft and watery; "the ground was boggy under foot"; "a marshy coastline"; "miry roads"; "wet mucky lowland"; "muddy barnyard"; "quaggy terrain"; "the sloughy edge of the pond"; "swampy bayous""
quaggy,"(of soil) soft and watery; "the ground was boggy under foot"; "a marshy coastline"; "miry roads"; "wet mucky lowland"; "muddy barnyard"; "quaggy terrain"; "the sloughy edge of the pond"; "swampy bayous""
quagmire,"a soft wet area of low-lying land that sinks underfoot"
quagmires,"a soft wet area of low-lying land that sinks underfoot"
quagmirier
quagmiriest
quagmiry
quags,"a soft wet area of low-lying land that sinks underfoot"
quahaug,"Atlantic coast round clams with hard shells; large clams usually used for chowders or other clam dishes","an edible American clam; the heavy shells were used as money by some American Indians"
quahaugs,"Atlantic coast round clams with hard shells; large clams usually used for chowders or other clam dishes","an edible American clam; the heavy shells were used as money by some American Indians"
quahog,"Atlantic coast round clams with hard shells; large clams usually used for chowders or other clam dishes","an edible American clam; the heavy shells were used as money by some American Indians"
quahogs,"Atlantic coast round clams with hard shells; large clams usually used for chowders or other clam dishes","an edible American clam; the heavy shells were used as money by some American Indians"
quai
quaich
quaiches
quaichs
quaigh
quaighs
quail,"flesh of quail; suitable for roasting or broiling if young; otherwise must be braised","small gallinaceous game birds","draw back, as with fear or pain; "she flinched when they showed the slaughtering of the calf""
quailed
quailing
quails,"flesh of quail; suitable for roasting or broiling if young; otherwise must be braised","small gallinaceous game birds","draw back, as with fear or pain; "she flinched when they showed the slaughtering of the calf""
quaint,"strange in an interesting or pleasing way; "quaint dialect words"; "quaint streets of New Orleans, that most foreign of American cities"","very strange or unusual; odd or even incongruous in character or appearance; "the head terminating in the quaint duck bill which gives the animal its vernacular name"- Bill Beatty; "came forth a quaint and fearful sight"- Sir Walter Scott; "a quaint sense of humor"","attractively old-fashioned (but not necessarily authentic); "houses with quaint thatched roofs"; "a vaulted roof supporting old-time chimney pots""
quainter
quaintest
quaintly,"in a strange but not unpleasant manner; "the old lady expressed herself somewhat quaintly"","in a quaint old-fashioned manner; "the room was quaintly furnished""
quaintness,"the quality of being quaint and old-fashioned; "she liked the old cottage; its quaintness was appealing"","strangeness as a consequence of being old fashioned; "some words in her dialect had a charming quaintness""
quaintnesses
quais
quake,"shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity","shake with fast, tremulous movements; "His nostrils palpitated"","shake with seismic vibrations; "The earth was quaking""
quaked
quaker,"a member of the Religious Society of Friends founded by George Fox (the Friends have never called themselves Quakers)","one who quakes and trembles with (or as with) fear"
quakers,"a Christian sect founded by George Fox about 1660; commonly called Quakers"
quakes,"shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity","shake with fast, tremulous movements; "His nostrils palpitated"","shake with seismic vibrations; "The earth was quaking""
quakier
quakiest
quakily
quaking
quaky
quale
qualia
qualification,"an attribute that must be met or complied with and that fits a person for something; "her qualifications for the job are excellent"; "one of the qualifications for admission is an academic degree"; "she has the makings of fine musician"","the act of modifying or changing the strength of some idea; "his new position involves a qualification of his party's platform"","a statement that limits or restricts some claim; "he recommended her without any reservations""
qualifications,"an attribute that must be met or complied with and that fits a person for something; "her qualifications for the job are excellent"; "one of the qualifications for admission is an academic degree"; "she has the makings of fine musician"","the act of modifying or changing the strength of some idea; "his new position involves a qualification of his party's platform"","a statement that limits or restricts some claim; "he recommended her without any reservations""
qualified,"prove capable or fit; meet requirements","pronounce fit or able; "She was qualified to run the marathon"; "They nurses were qualified to administer the injections"","make more specific; "qualify these remarks"","make fit or prepared; "Your education qualifies you for this job"","specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement; "The will stipulates that she can live in the house for the rest of her life"; "The contract stipulates the dates of the payments"","describe or portray the character or the qualities or peculiarities of; "You can characterize his behavior as that of an egotist"; "This poem can be characterized as a lament for a dead lover"","add a modifier to a constituent","meeting the proper standards and requirements and training for an office or position or task; "many qualified applicants for the job"","limited or restricted; not absolute; "gave only qualified approval"","holding appropriate documentation and officially on record as qualified to perform a specified function or practice a specified skill; "a registered pharmacist"; "a registered hospital"","restricted in meaning; (as e.g. `man' in `a tall man')","contingent on something else"
qualifier,"a contestant who meets certain requirements and so qualifies to take part in the next stage of competition; "the tournament was won by a late qualifier"","a content word that qualifies the meaning of a noun or verb"
qualifiers,"a contestant who meets certain requirements and so qualifies to take part in the next stage of competition; "the tournament was won by a late qualifier"","a content word that qualifies the meaning of a noun or verb"
qualifies
qualify,"prove capable or fit; meet requirements","pronounce fit or able; "She was qualified to run the marathon"; "They nurses were qualified to administer the injections"","make more specific; "qualify these remarks"","make fit or prepared; "Your education qualifies you for this job"","specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement; "The will stipulates that she can live in the house for the rest of her life"; "The contract stipulates the dates of the payments"","describe or portray the character or the qualities or peculiarities of; "You can characterize his behavior as that of an egotist"; "This poem can be characterized as a lament for a dead lover"","add a modifier to a constituent"
qualifying,"the grammatical relation that exists when a word qualifies the meaning of the phrase","success in satisfying a test or requirement; "his future depended on his passing that test"; "he got a pass in introductory chemistry""
qualitative,"involving distinctions based on qualities; "qualitative change"; "qualitative data"; "qualitative analysis determines the chemical constituents of a substance or mixture"","relating to or involving comparisons based on qualities"
qualities
quality,"an essential and distinguishing attribute of something or someone; "the quality of mercy is not strained"--Shakespeare","a degree or grade of excellence or worth; "the quality of students has risen"; "an executive of low caliber"","a characteristic property that defines the apparent individual nature of something; "each town has a quality all its own"; "the radical character of our demands"","(music) the distinctive property of a complex sound (a voice or noise or musical sound); "the timbre of her soprano was rich and lovely"; "the muffled tones of the broken bell summoned them to meet"","high social status; "a man of quality"","of superior grade; "choice wines"; "prime beef"; "prize carnations"; "quality paper"; "select peaches"","of high social status; "people of quality"; "a quality family""
qualm,"uneasiness about the fitness of an action","a mild state of nausea"
qualmier
qualmiest
qualmish
qualms,"uneasiness about the fitness of an action","a mild state of nausea"
qualmy
quamash,"any of several plants of the genus Camassia; North and South America"
quamashes
quandang,"Australian tree with edible flesh and edible nutlike seed","red Australian fruit; used for dessert or in jam"
quandangs,"Australian tree with edible flesh and edible nutlike seed","red Australian fruit; used for dessert or in jam"
quandaries
quandary,"a situation from which extrication is difficult especially an unpleasant or trying one; "finds himself in a most awkward predicament"; "the woeful plight of homeless people"","state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options"
quandong,"Australian tree with edible flesh and edible nutlike seed","the fruit of the Brisbane quandong tree","Australian tree having hard white timber and glossy green leaves with white flowers followed by one-seeded glossy blue fruit","red Australian fruit; used for dessert or in jam"
quandongs,"Australian tree with edible flesh and edible nutlike seed","the fruit of the Brisbane quandong tree","Australian tree having hard white timber and glossy green leaves with white flowers followed by one-seeded glossy blue fruit","red Australian fruit; used for dessert or in jam"
quant
quanta,"a discrete amount of something that is analogous to the quantities in quantum theory","(physics) the smallest discrete quantity of some physical property that a system can possess (according to quantum theory)"
quantal,"of or relating to a quantum or capable of existing in only one of two states"
quanted
quantic,"a homogeneous polynomial having at least two variables"
quantics,"a homogeneous polynomial having at least two variables"
quantified,"use as a quantifier","express as a number or measure or quantity; "Can you quantify your results?""
quantifies
quantify,"use as a quantifier","express as a number or measure or quantity; "Can you quantify your results?""
quantifying
quanting
quantitative,"expressible as a quantity or relating to or susceptible of measurement; "export wheat without quantitative limitations"; "quantitative analysis determines the amounts and proportions of the chemical constituents of a substance or mixture"","relating to the measurement of quantity; "quantitative studies"","(of verse) having a metric system based on relative duration of syllables; "in typical Greek and Latin verse of the classical period the rhymic system is based on some arrangement of long and short elements""
quantities
quantity,"how much there is or how many there are of something that you can quantify","an adequate or large amount; "he had a quantity of ammunition"","the concept that something has a magnitude and can be represented in mathematical expressions by a constant or a variable"
quantize,"approximate (a signal varying continuously in amplitude) by one whose amplitude is restricted to a prescribed set of discrete values","apply quantum theory to; restrict the number of possible values of (a quantity) or states of (a physical entity or system) so that certain variables can assume only certain discrete magnitudes that are integral multiples of a common factor; "Quantize gravity""
quantized,"of or relating to a quantum or capable of existing in only one of two states"
quantizes,"approximate (a signal varying continuously in amplitude) by one whose amplitude is restricted to a prescribed set of discrete values","apply quantum theory to; restrict the number of possible values of (a quantity) or states of (a physical entity or system) so that certain variables can assume only certain discrete magnitudes that are integral multiples of a common factor; "Quantize gravity""
quantizing
quantong,"red Australian fruit; used for dessert or in jam"
quantongs,"red Australian fruit; used for dessert or in jam"
quants
quantum,"a discrete amount of something that is analogous to the quantities in quantum theory","(physics) the smallest discrete quantity of some physical property that a system can possess (according to quantum theory)"
quarantine,"enforced isolation of patients suffering from a contagious disease in order to prevent the spread of disease","isolation to prevent the spread of infectious disease","place into enforced isolation, as for medical reasons; "My dog was quarantined before he could live in England""
quarantined,"under forced isolation especially for health reasons; "a quarantined animal"; "isolated patients""
quarantines,"enforced isolation of patients suffering from a contagious disease in order to prevent the spread of disease","isolation to prevent the spread of infectious disease","place into enforced isolation, as for medical reasons; "My dog was quarantined before he could live in England""
quarantining
quare
quark,"(physics) hypothetical truly fundamental particle in mesons and baryons; there are supposed to be six flavors of quarks (and their antiquarks), which come in pairs; each has an electric charge of +2/3 or -1/3; "quarks have not been observed directly but theoretical predictions based on their existence have been confirmed experimentally"","fresh unripened cheese of a smooth texture made from pasteurized milk, a starter, and rennet"
quarks,"(physics) hypothetical truly fundamental particle in mesons and baryons; there are supposed to be six flavors of quarks (and their antiquarks), which come in pairs; each has an electric charge of +2/3 or -1/3; "quarks have not been observed directly but theoretical predictions based on their existence have been confirmed experimentally"","fresh unripened cheese of a smooth texture made from pasteurized milk, a starter, and rennet"
quarrel,"an angry dispute; "they had a quarrel"; "they had words"","an arrow that is shot from a crossbow; has a head with four edges","have a disagreement over something; "We quarreled over the question as to who discovered America"; "These two fellows are always scrapping over something""
quarreled
quarreling
quarrelled,"have a disagreement over something; "We quarreled over the question as to who discovered America"; "These two fellows are always scrapping over something""
quarrelling,"have a disagreement over something; "We quarreled over the question as to who discovered America"; "These two fellows are always scrapping over something""
quarrels,"an angry dispute; "they had a quarrel"; "they had words"","an arrow that is shot from a crossbow; has a head with four edges","have a disagreement over something; "We quarreled over the question as to who discovered America"; "These two fellows are always scrapping over something""
quarrelsome,"given to quarreling; "arguing children"; "quarrelsome when drinking""
quarried,"extract (something such as stones) from or as if from a quarry; "quarry marble""
quarrier,"a man who works in a quarry"
quarriers,"a man who works in a quarry"
quarries
quarry,"a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence; "he fell prey to muggers"; "everyone was fair game"; "the target of a manhunt"","a surface excavation for extracting stone or slate; "a British term for `quarry' is `stone pit'"","animal hunted or caught for food","extract (something such as stones) from or as if from a quarry; "quarry marble""
quarrying,"the extraction of building stone or slate from an open surface quarry"
quart,"a United States liquid unit equal to 32 fluid ounces; four quarts equal one gallon","a British imperial capacity measure (liquid or dry) equal to 2 pints or 1.136 liters","a United States dry unit equal to 2 pints or 67.2 cubic inches"
quartan,"a malarial fever that recurs every fourth day","occurring every fourth day (especially the fever and weakness of malaria); "quartan malaria""
quartans,"a malarial fever that recurs every fourth day","occurring every fourth day (especially the fever and weakness of malaria); "quartan malaria""
quarte
quarter,"one of four equal parts; "a quarter of a pound"","a district of a city having some distinguishing character; "the Latin Quarter"","(football, professional basketball) one of four divisions into which some games are divided; "both teams scored in the first quarter"","a unit of time equal to 15 minutes or a quarter of an hour; "it's a quarter til 4"; "a quarter after 4 o'clock"","one of four periods into which the school year is divided; "the fall quarter ends at Christmas"","a fourth part of a year; three months; "unemployment fell during the last quarter"","one of the four major division of the compass; "the wind is coming from that quarter"","a quarter of a hundredweight (25 pounds)","a quarter of a hundredweight (28 pounds)","a United States or Canadian coin worth one fourth of a dollar; "he fed four quarters into the slot machine"","an unspecified person; "he dropped a word in the right quarter"","the rear part of a ship","piece of leather that comprises the part of a shoe or boot covering the heel and joining the vamp","clemency or mercy shown to a defeated opponent; "he surrendered but asked for quarter"","provide housing for (military personnel)","pull (a person) apart with four horses tied to his extremities, so as to execute him; "in the old days, people were drawn and quartered for certain crimes"","divide into quarters; "quarter an apple"","divide by four; divide into quarters"
quarterback,"(football) the person who plays quarterback","(American football) the position of the football player in the backfield who directs the offensive play of his team; "quarterback is the most important position on the team"","play the quarterback"
quarterbacked
quarterbacking
quarterbacks,"(football) the person who plays quarterback","(American football) the position of the football player in the backfield who directs the offensive play of his team; "quarterback is the most important position on the team"","play the quarterback"
quartered
quartering,"a coat of arms that occupies one quarter of an escutcheon; combining four coats of arms on one shield usually represented intermarriages","living accommodations (especially those assigned to military personnel)","dividing into four equal parts"
quarterlies
quarterly,"a periodical that is published every quarter (or four issues per year)","of or relating to or consisting of a quarter; "quarterly report"","in diagonally opposed quarters of an escutcheon; "two coats of arms borne quarterly"","in three month intervals; "interest is compounded quarterly""
quartermaster,"an army officer who provides clothing and subsistence for troops"
quartermasters,"an army officer who provides clothing and subsistence for troops"
quartern,"one of four equal parts; "a quarter of a pound""
quarterns,"one of four equal parts; "a quarter of a pound""
quarters,"housing available for people to live in; "he found quarters for his family"; "I visited his bachelor quarters"","provide housing for (military personnel)","pull (a person) apart with four horses tied to his extremities, so as to execute him; "in the old days, people were drawn and quartered for certain crimes"","divide into quarters; "quarter an apple"","divide by four; divide into quarters"
quartes
quartet,"the cardinal number that is the sum of three and one","four performers or singers who perform together","a set of four similar things considered as a unit","four people considered as a unit; "he joined a barbershop quartet"; "the foursome teed off before 9 a.m."","a musical composition for four performers"
quartets,"the cardinal number that is the sum of three and one","four performers or singers who perform together","a set of four similar things considered as a unit","four people considered as a unit; "he joined a barbershop quartet"; "the foursome teed off before 9 a.m."","a musical composition for four performers"
quartic,"an algebraic equation of the fourth degree"
quartics,"an algebraic equation of the fourth degree"
quartile,"(statistics) any of three points that divide an ordered distribution into four parts each containing one quarter of the scores"
quartiles,"(statistics) any of three points that divide an ordered distribution into four parts each containing one quarter of the scores"
quarto,"the size of a book whose pages are made by folding a sheet of paper twice to form four leaves"
quartos,"the size of a book whose pages are made by folding a sheet of paper twice to form four leaves"
quarts,"a United States liquid unit equal to 32 fluid ounces; four quarts equal one gallon","a British imperial capacity measure (liquid or dry) equal to 2 pints or 1.136 liters","a United States dry unit equal to 2 pints or 67.2 cubic inches"
quartz,"colorless glass made of almost pure silica","a hard glossy mineral consisting of silicon dioxide in crystal form; present in most rocks (especially sandstone and granite); yellow sand is quartz with iron oxide impurities"
quartzes
quasar,"a starlike object that may send out radio waves and other forms of energy; many have large red shifts"
quasars,"a starlike object that may send out radio waves and other forms of energy; many have large red shifts"
quash,"put down by force or intimidation; "The government quashes any attempt of an uprising"; "China keeps down her dissidents very efficiently"; "The rich landowners subjugated the peasants working the land"","declare invalid; "The contract was annulled"; "void a plea""
quashed
quashes
quashing
quasi,"having some resemblance; "a quasi success"; "a quasi contract""
quass
quasses
quassia,"a bitter compound used as an insecticide and tonic and vermifuge; extracted from the wood and bark of trees of the genera Quassia and Picrasma","handsome South American shrub or small tree having bright scarlet flowers and yielding a valuable fine-grained yellowish wood; yields the bitter drug quassia from its wood and bark"
quassias,"a bitter compound used as an insecticide and tonic and vermifuge; extracted from the wood and bark of trees of the genera Quassia and Picrasma","handsome South American shrub or small tree having bright scarlet flowers and yielding a valuable fine-grained yellowish wood; yields the bitter drug quassia from its wood and bark"
quassin
quassins
quate
quatorze
quatorzes
quatrain,"a stanza of four lines"
quatrains,"a stanza of four lines"
quatre
quatres
quaver,"a tremulous sound","a musical note having the time value of an eighth of a whole note","give off unsteady sounds, alternating in amplitude or frequency","sing or play with trills, alternating with the half note above or below"
quavered
quaverer
quaverers
quavering,"(of the voice) quivering as from weakness or fear; "the old lady's quavering voice"; "spoke timidly in a tremulous voice""
quavers,"a tremulous sound","a musical note having the time value of an eighth of a whole note","give off unsteady sounds, alternating in amplitude or frequency","sing or play with trills, alternating with the half note above or below"
quavery
quay,"wharf usually built parallel to the shoreline"
quayage,"a fee charged for the use of a wharf or quay"
quayages,"a fee charged for the use of a wharf or quay"
quaylike
quays,"wharf usually built parallel to the shoreline"
quayside
quaysides
quean
queans
queasier,"causing or able to cause nausea; "a nauseating smell"; "nauseous offal"; "a sickening stench"","feeling nausea; feeling about to vomit","causing or fraught with or showing anxiety; "spent an anxious night waiting for the test results"; "cast anxious glances behind her"; "those nervous moments before takeoff"; "an unquiet mind""
queasiest,"causing or able to cause nausea; "a nauseating smell"; "nauseous offal"; "a sickening stench"","feeling nausea; feeling about to vomit","causing or fraught with or showing anxiety; "spent an anxious night waiting for the test results"; "cast anxious glances behind her"; "those nervous moments before takeoff"; "an unquiet mind""
queasily,"in a queasy manner; "`Do I have to remove the liver,' the medical student asked queasily""
queasiness,"a mild state of nausea","inability to rest or relax or be still"
queasinesses
queasy,"causing or able to cause nausea; "a nauseating smell"; "nauseous offal"; "a sickening stench"","feeling nausea; feeling about to vomit","causing or fraught with or showing anxiety; "spent an anxious night waiting for the test results"; "cast anxious glances behind her"; "those nervous moments before takeoff"; "an unquiet mind""
queazier
queaziest
queazy
queen,"the only fertile female in a colony of social insects such as bees and ants and termites; its function is to lay eggs","a female sovereign ruler","the wife or widow of a king","something personified as a woman who is considered the best or most important of her kind; "Paris is the queen of cities"; "the queen of ocean liners"","a competitor who holds a preeminent position","offensive term for an openly homosexual man","one of four face cards in a deck bearing a picture of a queen","(chess) the most powerful piece","an especially large mole rat and the only member of a colony of naked mole rats to bear offspring which are sired by only a few males","female cat","promote to a queen, as of a pawn in chess","become a queen; "her pawn queened""
queened
queening
queenlier,"having the rank of or resembling or befitting a queen; "queenly propriety"; "clad in her queenly raiment"; "Rosetti's queenly portraits of women""
queenliest,"having the rank of or resembling or befitting a queen; "queenly propriety"; "clad in her queenly raiment"; "Rosetti's queenly portraits of women""
queenly,"having the rank of or resembling or befitting a queen; "queenly propriety"; "clad in her queenly raiment"; "Rosetti's queenly portraits of women""
queens,"a borough of New York City","promote to a queen, as of a pawn in chess","become a queen; "her pawn queened""
queer,"offensive term for an openly homosexual man","hinder or prevent (the efforts, plans, or desires) of; "What ultimately frustrated every challenger was Ruth's amazing September surge"; "foil your opponent"","put in a dangerous, disadvantageous, or difficult position","beyond or deviating from the usual or expected; "a curious hybrid accent"; "her speech has a funny twang"; "they have some funny ideas about war"; "had an odd name"; "the peculiar aromatic odor of cloves"; "something definitely queer about this town"; "what a rum fellow"; "singular behavior"","homosexual or arousing homosexual desires"
queered
queerer
queerest
queering
queerish
queerly,"in a strange manner; "a queerly inscribed sheet of paper"","in a questionably unusual manner; "this money had been queerly come by""
queerness,"a strange attitude or habit","a sexual attraction to (or sexual relations with) persons of the same sex"
queernesses
queers,"offensive term for an openly homosexual man","hinder or prevent (the efforts, plans, or desires) of; "What ultimately frustrated every challenger was Ruth's amazing September surge"; "foil your opponent"","put in a dangerous, disadvantageous, or difficult position","beyond or deviating from the usual or expected; "a curious hybrid accent"; "her speech has a funny twang"; "they have some funny ideas about war"; "had an odd name"; "the peculiar aromatic odor of cloves"; "something definitely queer about this town"; "what a rum fellow"; "singular behavior"","homosexual or arousing homosexual desires"
quell,"suppress or crush completely; "squelch any sign of dissent"; "quench a rebellion"","overcome or allay; "quell my hunger""
quelled,"subdued or overcome; "the quelled rebellion"; "an uprising quenched almost before it started"; "a squelched rumor""
queller
quellers
quelling,"forceful prevention; putting down by power or authority; "the suppression of heresy"; "the quelling of the rebellion"; "the stifling of all dissent""
quells,"suppress or crush completely; "squelch any sign of dissent"; "quench a rebellion"","overcome or allay; "quell my hunger""
