aga,"title for a civil or military leader (especially in Turkey)"
again,"anew; "she tried again"; "they rehearsed the scene again""
against
agalloch
agallochs
agalwood
agalwoods
agama,"small terrestrial lizard of warm regions of the Old World"
agamas,"small terrestrial lizard of warm regions of the Old World"
agamete,"an asexual reproductive cell"
agametes,"an asexual reproductive cell"
agamic,"(of reproduction) not involving the fusion of male and female gametes in reproduction"
agamous,"(of reproduction) not involving the fusion of male and female gametes in reproduction"
agapae
agapai
agape,"(Christian theology) the love of God or Christ for mankind","selfless love of one person for another without sexual implications (especially love that is spiritual in nature)","a religious meal shared as a sign of love and fellowship","with the mouth wide open as in wonder or awe; "the gaping audience"; "we stood there agape with wonder"; "with mouth agape""
agapeic
agar,"any culture medium that uses agar as the gelling agent","a colloidal extract of algae; used especially in culture media and as a gelling agent in foods"
agaric,"fungus used in the preparation of punk for fuses","a saprophytic fungus of the order Agaricales having an umbrellalike cap with gills on the underside"
agarics,"fungus used in the preparation of punk for fuses","a saprophytic fungus of the order Agaricales having an umbrellalike cap with gills on the underside"
agars,"any culture medium that uses agar as the gelling agent","a colloidal extract of algae; used especially in culture media and as a gelling agent in foods"
agas,"title for a civil or military leader (especially in Turkey)"
agate,"an impure form of quartz consisting of banded chalcedony; used as a gemstone and for making mortars and pestles"
agates,"an impure form of quartz consisting of banded chalcedony; used as a gemstone and for making mortars and pestles"
agatize
agatized
agatizes
agatizing
agatoid
agave,"tropical American plants with basal rosettes of fibrous sword-shaped leaves and flowers in tall spikes; some cultivated for ornament or for fiber"
agaves,"tropical American plants with basal rosettes of fibrous sword-shaped leaves and flowers in tall spikes; some cultivated for ornament or for fiber"
agaze,"(used of eyes) open and fixed as if in fear or wonder; "staring eyes""
age,"how long something has existed; "it was replaced because of its age"","an era of history having some distinctive feature; "we live in a litigious age"","a time of life (usually defined in years) at which some particular qualification or power arises; "she was now of school age"; "tall for his eld"","a prolonged period of time; "we've known each other for ages"; "I haven't been there for years and years"","a late time of life; "old age is not for sissies"; "he's showing his years"; "age hasn't slowed him down at all"; "a beard white with eld"; "on the brink of geezerhood"","begin to seem older; get older; "The death of his wife caused him to age fast"","grow old or older; "She aged gracefully"; "we age every day--what a depressing thought!"; "Young men senesce"","make older; "The death of his child aged him tremendously""
aged,"people who are old collectively; "special arrangements were available for the aged"","advanced in years; (`aged' is pronounced as two syllables); "aged members of the society"; "elderly residents could remember the construction of the first skyscraper"; "senior citizen"","at an advanced stage of erosion (pronounced as one syllable); "aged rocks"","having attained a specific age; (`aged' is pronounced as one syllable); "aged ten"; "ten years of age"","of wines, fruit, cheeses; having reached a desired or final condition; (`aged' pronounced as one syllable); "mature well-aged cheeses"","(used of tobacco) aging as a preservative process (`aged' is pronounced as one syllable)"
agedly
agedness,"the property characteristic of old age"
agednesses
agee,"United States novelist (1909-1955)"
ageing,"acquiring desirable qualities by being left undisturbed for some time","the organic process of growing older and showing the effects of increasing age","growing old"
ageings,"acquiring desirable qualities by being left undisturbed for some time","the organic process of growing older and showing the effects of increasing age","growing old"
ageless,"continuing forever or indefinitely; "the ageless themes of love and revenge"; "eternal truths"; "life everlasting"; "hell's perpetual fires"; "the unending bliss of heaven""
agelong,"lasting through all time; "agelong struggle for freedom""
agencies
agency,"an administrative unit of government; "the Central Intelligence Agency"; "the Census Bureau"; "Office of Management and Budget"; "Tennessee Valley Authority"","a business that serves other businesses","the state of being in action or exerting power; "the agency of providence"; "she has free agency"","the state of serving as an official and authorized delegate or agent","how a result is obtained or an end is achieved; "a means of control"; "an example is the best agency of instruction"; "the true way to success""
agenda,"a temporally organized plan for matters to be attended to","a list of matters to be taken up (as at a meeting)"
agendas,"a temporally organized plan for matters to be attended to","a list of matters to be taken up (as at a meeting)"
agendum,"a list of matters to be taken up (as at a meeting)"
agendums,"a list of matters to be taken up (as at a meeting)"
agene,"a yellow pungent volatile oil (trade name Agene) formerly used for bleaching and aging flour"
agenes,"a yellow pungent volatile oil (trade name Agene) formerly used for bleaching and aging flour"
ageneses
agenesia,"imperfect development; nondevelopment of a part"
agenesias,"imperfect development; nondevelopment of a part"
agenesis,"imperfect development; nondevelopment of a part"
agenetic
agenize,"age or bleach flour with Agene (nitrogen trichloride)"
agenized
agenizes,"age or bleach flour with Agene (nitrogen trichloride)"
agenizing
agent,"an active and efficient cause; capable of producing a certain effect; "their research uncovered new disease agents"","a representative who acts on behalf of other persons or organizations","a substance that exerts some force or effect","a businessman who buys or sells for another in exchange for a commission","any agent or representative of a federal agency or bureau","the semantic role of the animate entity that instigates or causes the happening denoted by the verb in the clause"
agential,"of or relating to an agent or agency"
agentries
agentry
agents,"an active and efficient cause; capable of producing a certain effect; "their research uncovered new disease agents"","a representative who acts on behalf of other persons or organizations","a substance that exerts some force or effect","a businessman who buys or sells for another in exchange for a commission","any agent or representative of a federal agency or bureau","the semantic role of the animate entity that instigates or causes the happening denoted by the verb in the clause"
ager
ageratum,"rhizomatous plant of central and southeastern United States and West Indies having large showy heads of clear blue flowers; sometimes placed in genus Eupatorium","any plant of the genus Ageratum having opposite leaves and small heads of blue or white flowers"
ageratums,"rhizomatous plant of central and southeastern United States and West Indies having large showy heads of clear blue flowers; sometimes placed in genus Eupatorium","any plant of the genus Ageratum having opposite leaves and small heads of blue or white flowers"
agers
ages,"how long something has existed; "it was replaced because of its age"","an era of history having some distinctive feature; "we live in a litigious age"","a time of life (usually defined in years) at which some particular qualification or power arises; "she was now of school age"; "tall for his eld"","a prolonged period of time; "we've known each other for ages"; "I haven't been there for years and years"","a late time of life; "old age is not for sissies"; "he's showing his years"; "age hasn't slowed him down at all"; "a beard white with eld"; "on the brink of geezerhood"","begin to seem older; get older; "The death of his wife caused him to age fast"","grow old or older; "She aged gracefully"; "we age every day--what a depressing thought!"; "Young men senesce"","make older; "The death of his child aged him tremendously""
agger
aggers
aggie
aggies
aggrade,"build up to a level by depositing sediment"
aggraded
aggrades,"build up to a level by depositing sediment"
aggrading
aggrandize,"add details to"
aggrandized
aggrandizement,"the act of increasing the wealth or prestige or power or scope of something; "the aggrandizement of the king"; "his elevation to cardinal""
aggrandizements,"the act of increasing the wealth or prestige or power or scope of something; "the aggrandizement of the king"; "his elevation to cardinal""
aggrandizes,"add details to"
aggrandizing
aggravate,"make worse; "This drug aggravates the pain"","exasperate or irritate"
aggravates,"make worse; "This drug aggravates the pain"","exasperate or irritate"
aggravation,"an exasperated feeling of annoyance","unfriendly behavior that causes anger or resentment","action that makes a problem or a disease (or its symptoms) worse; "the aggravation of her condition resulted from lack of care""
aggravations,"an exasperated feeling of annoyance","unfriendly behavior that causes anger or resentment","action that makes a problem or a disease (or its symptoms) worse; "the aggravation of her condition resulted from lack of care""
aggregate,"the whole amount","material such as sand or gravel used with cement and water to make concrete, mortar, or plaster","a sum total of many heterogenous things taken together","amount in the aggregate to","gather in a mass, sum, or whole","formed of separate units gathered into a mass or whole; "aggregate expenses include expenses of all divisions combined for the entire year"; "the aggregated amount of indebtedness"","composed of a dense cluster of separate units such as carpels or florets or drupelets; "raspberries are aggregate fruits""
aggregated,"formed of separate units gathered into a mass or whole; "aggregate expenses include expenses of all divisions combined for the entire year"; "the aggregated amount of indebtedness""
aggregates,"the whole amount","material such as sand or gravel used with cement and water to make concrete, mortar, or plaster","a sum total of many heterogenous things taken together","amount in the aggregate to","gather in a mass, sum, or whole","formed of separate units gathered into a mass or whole; "aggregate expenses include expenses of all divisions combined for the entire year"; "the aggregated amount of indebtedness"","composed of a dense cluster of separate units such as carpels or florets or drupelets; "raspberries are aggregate fruits""
aggregating
aggress,"take the initiative and go on the offensive; "The Serbs attacked the village at night"; "The visiting team started to attack""
aggressed
aggresses
aggressing
aggression,"a disposition to behave aggressively","a feeling of hostility that arouses thoughts of attack","violent action that is hostile and usually unprovoked","the act of initiating hostilities","deliberately unfriendly behavior"
aggressions,"a disposition to behave aggressively","a feeling of hostility that arouses thoughts of attack","violent action that is hostile and usually unprovoked","the act of initiating hostilities","deliberately unfriendly behavior"
aggressive,"having or showing determination and energetic pursuit of your ends; "an aggressive businessman"; "an aggressive basketball player"; "he was aggressive and imperious; positive in his convictions"; "aggressive drivers"","tending to spread quickly; "an aggressive tumor"","characteristic of an enemy or one eager to fight; "aggressive acts against another country"; "a belligerent tone""
aggressively,"in an aggressive manner; "she was being sharply questioned""
aggressiveness,"the quality of being bold and enterprising","a feeling of hostility that arouses thoughts of attack","a natural disposition to be hostile"
aggressivenesses
aggrieve,"infringe on the rights of","cause to feel sorrow; "his behavior grieves his mother""
aggrieved
aggrieves,"infringe on the rights of","cause to feel sorrow; "his behavior grieves his mother""
aggrieving
agha,"title for a civil or military leader (especially in Turkey)"
aghas,"title for a civil or military leader (especially in Turkey)"
aghast,"struck with fear, dread, or consternation"
agile,"moving quickly and lightly; "sleek and agile as a gymnast"; "as nimble as a deer"; "nimble fingers"; "quick of foot"; "the old dog was so spry it was halfway up the stairs before we could stop it"","mentally quick; "an agile mind"; "nimble wits""
agilely,"in a nimble or agile manner; with quickness and lightness and ease; "nimbly scaling an iron gate"- Charles Dickens; "leaped agilely from roof to roof""
agilities
