doable,"capable of existing or taking place or proving true; possible to do"
doat
doated
doating
doats
dobber
dobbers
dobbies
dobbin,"a quiet plodding workhorse"
dobbins,"a quiet plodding workhorse"
dobby
dobie
dobies
dobla
doblas
doblon
doblones
doblons
dobra,"the basic unit of money on Sao Tome e Principe"
dobras,"the basic unit of money on Sao Tome e Principe"
dobson,"large brown aquatic larva of the dobsonfly; used as fishing bait","large soft-bodied insect having long slender mandibles in the male; aquatic larvae often used as bait"
dobsons,"large brown aquatic larva of the dobsonfly; used as fishing bait","large soft-bodied insect having long slender mandibles in the male; aquatic larvae often used as bait"
doby
doc,"a licensed medical practitioner; "I felt so bad I went to see my doctor"","the United States federal department that promotes and administers domestic and foreign trade (including management of the census and the patent office); created in 1913"
docent,"a teacher at some universities"
docents,"a teacher at some universities"
docetic
docile,"willing to be taught or led or supervised or directed; "the docile masses of an enslaved nation"","ready and willing to be taught; "docile pupils eager for instruction"; "teachable youngsters"","easily handled or managed; "a gentle old horse, docile and obedient""
docilely
docilities
docility,"the trait of being agreeably submissive and manageable"
dock,"an enclosure in a court of law where the defendant sits during the trial","any of certain coarse weedy plants with long taproots, sometimes used as table greens or in folk medicine","a platform built out from the shore into the water and supported by piles; provides access to ships and boats","a platform where trucks or trains can be loaded or unloaded","landing in a harbor next to a pier where ships are loaded and unloaded or repaired; may have gates to let water in or out; "the ship arrived at the dock more than a day late"","the solid bony part of the tail of an animal as distinguished from the hair","a short or shortened tail of certain animals","come into dock; "the ship docked"","deprive someone of benefits, as a penalty","deduct from someone's wages","remove or shorten the tail of an animal","maneuver into a dock; "dock the ships""
dockage,"a fee charged for a vessel to use a dock","landing in a harbor next to a pier where ships are loaded and unloaded or repaired; may have gates to let water in or out; "the ship arrived at the dock more than a day late"","the act of securing an arriving vessel with ropes"
dockages,"a fee charged for a vessel to use a dock","landing in a harbor next to a pier where ships are loaded and unloaded or repaired; may have gates to let water in or out; "the ship arrived at the dock more than a day late"","the act of securing an arriving vessel with ropes"
docked
docker,"a laborer who loads and unloads vessels in a port"
dockers,"a laborer who loads and unloads vessels in a port"
docket,"(law) the calendar of a court; the list of cases to be tried or a summary of the court's activities","a temporally organized plan for matters to be attended to","place on the docket for legal action; "Only 5 of the 120 cases docketed were tried"","make a summary or abstract of a legal document and inscribe it in a list"
docketed
docketing
dockets,"(law) the calendar of a court; the list of cases to be tried or a summary of the court's activities","a temporally organized plan for matters to be attended to","place on the docket for legal action; "Only 5 of the 120 cases docketed were tried"","make a summary or abstract of a legal document and inscribe it in a list"
dockhand,"a laborer who loads and unloads vessels in a port"
dockhands,"a laborer who loads and unloads vessels in a port"
docking,"the act of securing an arriving vessel with ropes"
dockland
docklands
docks,"an enclosure in a court of law where the defendant sits during the trial","any of certain coarse weedy plants with long taproots, sometimes used as table greens or in folk medicine","a platform built out from the shore into the water and supported by piles; provides access to ships and boats","a platform where trucks or trains can be loaded or unloaded","landing in a harbor next to a pier where ships are loaded and unloaded or repaired; may have gates to let water in or out; "the ship arrived at the dock more than a day late"","the solid bony part of the tail of an animal as distinguished from the hair","a short or shortened tail of certain animals","come into dock; "the ship docked"","deprive someone of benefits, as a penalty","deduct from someone's wages","remove or shorten the tail of an animal","maneuver into a dock; "dock the ships""
