arabesk
arabesks
arabesque,"position in which the dancer has one leg raised behind and arms outstretched in a conventional pose","an ornament that interlaces simulated foliage in an intricate design"
arabesques,"position in which the dancer has one leg raised behind and arms outstretched in a conventional pose","an ornament that interlaces simulated foliage in an intricate design"
arabize
arabized
arabizes
arabizing
arable,"(of farmland) capable of being farmed productively"
arables,"(of farmland) capable of being farmed productively"
araceous,"relating to a plant of the family Araceae"
arachnid,"air-breathing arthropods characterized by simple eyes and four pairs of legs"
arachnids,"air-breathing arthropods characterized by simple eyes and four pairs of legs"
arak,"any of various strong liquors distilled from the fermented sap of toddy palms or from fermented molasses"
araks,"any of various strong liquors distilled from the fermented sap of toddy palms or from fermented molasses"
araneid
araneids
arapaima
arapaimas
araroba,"a bitter yellow powder used to treat skin diseases"
ararobas,"a bitter yellow powder used to treat skin diseases"
arbalest,"an engine that provided medieval artillery used during sieges; a heavy war engine for hurling large stones and other missiles"
arbalests,"an engine that provided medieval artillery used during sieges; a heavy war engine for hurling large stones and other missiles"
arbalist,"an engine that provided medieval artillery used during sieges; a heavy war engine for hurling large stones and other missiles"
arbalists,"an engine that provided medieval artillery used during sieges; a heavy war engine for hurling large stones and other missiles"
arbiter,"someone with the power to settle matters at will; "she was the final arbiter on all matters of fashion"","someone chosen to judge and decide a disputed issue; "the critic was considered to be an arbiter of modern literature"; "the arbitrator's authority derived from the consent of the disputants"; "an umpire was appointed to settle the tax case""
arbiters,"someone with the power to settle matters at will; "she was the final arbiter on all matters of fashion"","someone chosen to judge and decide a disputed issue; "the critic was considered to be an arbiter of modern literature"; "the arbitrator's authority derived from the consent of the disputants"; "an umpire was appointed to settle the tax case""
arbitral,"relating to or resulting from arbitration; "the arbitral adjustment of the controversy"; "an arbitrational settlement""
arbitrarily,"in a random manner; "the houses were randomly scattered"; "bullets were fired into the crowd at random""
arbitrariness,"the trait of acting unpredictably and more from whim or caprice than from reason or judgment; "I despair at the flightiness and whimsicality of my memory""
arbitrarinesses
arbitrary,"based on or subject to individual discretion or preference or sometimes impulse or caprice; "an arbitrary decision"; "the arbitrary rule of a dictator"; "an arbitrary penalty"; "of arbitrary size and shape"; "an arbitrary choice"; "arbitrary division of the group into halves""
arbitrate,"act between parties with a view to reconciling differences; "He interceded in the family dispute"; "He mediated a settlement""
arbitrated
arbitrates,"act between parties with a view to reconciling differences; "He interceded in the family dispute"; "He mediated a settlement""
arbitrating
arbitration,"(law) the hearing and determination of a dispute by an impartial referee agreed to by both parties (often used to settle disputes between labor and management)","the act of deciding as an arbiter; giving authoritative judgment; "they submitted their disagreement to arbitration""
