eel,"the fatty flesh of eel; an elongate fish found in fresh water in Europe and America; large eels are usually smoked or pickled","voracious snakelike marine or freshwater fishes with smooth slimy usually scaleless skin and having a continuous vertical fin but no ventral fins"
eelgrass,"submerged marine plant with very long narrow leaves found in abundance along North Atlantic coasts","submerged aquatic plant with ribbonlike leaves; Old World and Australia"
eelgrasses
eelier
eeliest
eellike,"resembling an eel in being long and thin and sinuous"
eelpout,"marine eellike mostly bottom-dwelling fishes of northern seas","elongate freshwater cod of northern Europe and Asia and North America having barbels around its mouth"
eelpouts,"marine eellike mostly bottom-dwelling fishes of northern seas","elongate freshwater cod of northern Europe and Asia and North America having barbels around its mouth"
eels,"the fatty flesh of eel; an elongate fish found in fresh water in Europe and America; large eels are usually smoked or pickled","voracious snakelike marine or freshwater fishes with smooth slimy usually scaleless skin and having a continuous vertical fin but no ventral fins"
eelworm,"any of various small free-living plant-parasitic roundworms"
eelworms,"any of various small free-living plant-parasitic roundworms"
eely
eerie,"suggestive of the supernatural; mysterious; "an eerie feeling of deja vu"","inspiring a feeling of fear; strange and frightening; "an uncomfortable and eerie stillness in the woods"; "an eerie midnight howl""
eerier,"suggestive of the supernatural; mysterious; "an eerie feeling of deja vu"","inspiring a feeling of fear; strange and frightening; "an uncomfortable and eerie stillness in the woods"; "an eerie midnight howl""
eeriest,"suggestive of the supernatural; mysterious; "an eerie feeling of deja vu"","inspiring a feeling of fear; strange and frightening; "an uncomfortable and eerie stillness in the woods"; "an eerie midnight howl""
eerily,"in an unnatural eery manner; "it was eerily quiet in the chapel""
eeriness,"strangeness by virtue of being mysterious and inspiring fear"
eerinesses
eery,"inspiring a feeling of fear; strange and frightening; "an uncomfortable and eerie stillness in the woods"; "an eerie midnight howl""
