mnemonic,"a device (such as a rhyme or acronym) used to aid recall","of or relating to or involved the practice of aiding the memory; "mnemonic device""
mnemonics,"a method or system for improving the memory","of or relating to or involved the practice of aiding the memory; "mnemonic device""
