huarache,"a sandal with flat heels and an upper of woven leather straps"
huaraches,"a sandal with flat heels and an upper of woven leather straps"
huaracho
huarachos
hub,"the central part of a car wheel (or fan or propeller etc) through which the shaft or axle passes","a center of activity or interest or commerce or transportation; a focal point around which events revolve; "the playground is the hub of parental supervision"; "the airport is the economic hub of the area""
hubbies
hubbub,"loud confused noise from many sources"
hubbubs,"loud confused noise from many sources"
hubby,"a married man; a woman's partner in marriage"
hubcap,"cap that fits over the hub of a wheel"
hubcaps,"cap that fits over the hub of a wheel"
hubris,"overbearing pride or presumption"
hubrises
hubs,"the central part of a car wheel (or fan or propeller etc) through which the shaft or axle passes","a center of activity or interest or commerce or transportation; a focal point around which events revolve; "the playground is the hub of parental supervision"; "the airport is the economic hub of the area""
huck,"toweling consisting of coarse absorbent cotton or linen fabric"
huckle
huckleberries
huckleberry,"any of various dark-fruited as distinguished from blue-fruited blueberries","any of several shrubs of the genus Gaylussacia bearing small berries resembling blueberries","blue-black berry similar to blueberries and bilberries of the eastern United States"
huckles
hucks,"toweling consisting of coarse absorbent cotton or linen fabric"
huckster,"a seller of shoddy goods","a person who writes radio or tv advertisements","sell or offer for sale from place to place","wrangle (over a price, terms of an agreement, etc.); "Let's not haggle over a few dollars""
huckstered
huckstering
hucksters,"a seller of shoddy goods","a person who writes radio or tv advertisements","sell or offer for sale from place to place","wrangle (over a price, terms of an agreement, etc.); "Let's not haggle over a few dollars""
huddle,"(informal) a quick private conference","a disorganized and densely packed crowd; "a huddle of frightened women"","crowd or draw together; "let's huddle together--it's cold!"","crouch or curl up; "They huddled outside in the rain""
huddled,"crowded or massed together; "give me...your huddled masses"; "the huddled sheep turned their backs against the wind""
huddler,"a member of a huddle","a person who crouches; "low huddlers against the wind""
huddlers,"a member of a huddle","a person who crouches; "low huddlers against the wind""
huddles,"(informal) a quick private conference","a disorganized and densely packed crowd; "a huddle of frightened women"","crowd or draw together; "let's huddle together--it's cold!"","crouch or curl up; "They huddled outside in the rain""
huddling
