czar,"a male monarch or emperor (especially of Russia prior to 1917)","a person having great power"
czardas
czardom
czardoms
czarevna
czarevnas
czarina,"the wife or widow of a czar"
czarinas,"the wife or widow of a czar"
czarism
czarisms
czarist,"of or relating to or characteristic of a czar"
czarists,"of or relating to or characteristic of a czar"
czaritza,"the wife or widow of a czar"
czaritzas,"the wife or widow of a czar"
czars,"a male monarch or emperor (especially of Russia prior to 1917)","a person having great power"
