loach,"slender freshwater fishes of Eurasia and Africa resembling catfishes"
loaches
load,"weight to be borne or conveyed","a quantity that can be processed or transported at one time; "the system broke down under excessive loads"","goods carried by a large vehicle","an amount of alcohol sufficient to intoxicate; "he got a load on and started a brawl"","the power output of a generator or power plant","an onerous or difficult concern; "the burden of responsibility"; "that's a load off my mind"","a deposit of valuable ore occurring within definite boundaries separating it from surrounding rocks","the front part of a guided missile or rocket or torpedo that carries the nuclear or explosive charge or the chemical or biological agents","electrical device to which electrical power is delivered","fill or place a load on; "load a car"; "load the truck with hay"","provide (a device) with something necessary; "He loaded his gun carefully"; "load the camera"","transfer from a storage device to a computer's memory","put (something) on a structure or conveyance; "load the bags onto the trucks"","corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones; "adulterate liquor""
loaded,"filled with a great quantity; "a tray loaded with dishes"; "table laden with food"; "`ladened' is not current usage"","(of weapons) charged with ammunition; "a loaded gun"","(of statements or questions) charged with associative significance and often meant to mislead or influence; "a loaded question"","having an abundant supply of money or possessions of value; "an affluent banker"; "a speculator flush with cash"; "not merely rich but loaded"; "moneyed aristocrats"; "wealthy corporations"","very drunk"
loader,"a laborer who loads and unloads vessels in a port","an attendant who loads guns for someone shooting game"
loaders,"a laborer who loads and unloads vessels in a port","an attendant who loads guns for someone shooting game"
loading,"weight to be borne or conveyed","a quantity that can be processed or transported at one time; "the system broke down under excessive loads"","the ratio of the gross weight of an airplane to some factor determining its lift","goods carried by a large vehicle","the labor of putting a load of something on or in a vehicle or ship or container etc.; "the loading took 2 hours""
loadings,"weight to be borne or conveyed","a quantity that can be processed or transported at one time; "the system broke down under excessive loads"","the ratio of the gross weight of an airplane to some factor determining its lift","goods carried by a large vehicle","the labor of putting a load of something on or in a vehicle or ship or container etc.; "the loading took 2 hours""
loads,"a large number or amount; "made lots of new friends"; "she amassed stacks of newspapers"","fill or place a load on; "load a car"; "load the truck with hay"","provide (a device) with something necessary; "He loaded his gun carefully"; "load the camera"","transfer from a storage device to a computer's memory","put (something) on a structure or conveyance; "load the bags onto the trucks"","corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones; "adulterate liquor""
loadstar,"guiding star; a star that is used as a reference point in navigation or astronomy","something that serves as a model or guide"
loadstars,"guiding star; a star that is used as a reference point in navigation or astronomy","something that serves as a model or guide"
loaf,"a shaped mass of baked bread that is usually sliced before eating","a quantity of food (other than bread) formed in a particular shape; "meat loaf"; "sugar loaf"; "a loaf of cheese"","be lazy or idle; "Her son is just bumming around all day"","be about; "The high school students like to loiter in the Central Square"; "Who is this man that is hanging around the department?""
loafed
loafer,"person who does no work; "a lazy bum"","a low leather step-in shoe; the top resembles a moccasin but it has a broad flat heel"
loafers,"person who does no work; "a lazy bum"","a low leather step-in shoe; the top resembles a moccasin but it has a broad flat heel"
loafing,"having no employment"
loafs,"a shaped mass of baked bread that is usually sliced before eating","a quantity of food (other than bread) formed in a particular shape; "meat loaf"; "sugar loaf"; "a loaf of cheese"","be lazy or idle; "Her son is just bumming around all day"","be about; "The high school students like to loiter in the Central Square"; "Who is this man that is hanging around the department?""
loam,"a rich soil consisting of a mixture of sand and clay and decaying organic materials"
loamed
