head,"the upper part of the human body or the front part of the body in animals; contains the face and brains; "he stuck his head out the window"","a single domestic animal; "200 head of cattle"","that which is responsible for one's thoughts and feelings; the seat of the faculty of reason; "his mind wandered"; "I couldn't get his words out of my head"","a person who is in charge; "the head of the whole operation"","the front of a military formation or procession; "the head of the column advanced boldly"; "they were at the head of the attack"","the pressure exerted by a fluid; "a head of steam"","the top of something; "the head of the stairs"; "the head of the page"; "the head of the list"","the source of water from which a stream arises; "they tracked him back toward the head of the stream"","(grammar) the word in a grammatical constituent that plays the same grammatical role as the whole constituent","the tip of an abscess (where the pus accumulates)","the length or height based on the size of a human or animal head; "he is two heads taller than his little sister"; "his horse won by a head"","a dense cluster of flowers or foliage; "a head of cauliflower"; "a head of lettuce"","the educator who has executive authority for a school; "she sent unruly pupils to see the principal"","an individual person; "tickets are $5 per head"","a user of (usually soft) drugs; "the office was full of secret heads"","a natural elevation (especially a rocky one that juts out into the sea)","a rounded compact mass; "the head of a comet"","the foam or froth that accumulates at the top when you pour an effervescent liquid into a container; "the beer had a large head of foam"","the part in the front or nearest the viewer; "he was in the forefront"; "he was at the head of the column"","a difficult juncture; "a pretty pass"; "matters came to a head yesterday"","forward movement; "the ship made little headway against the gale"","a V-shaped mark at one end of an arrow pointer; "the point of the arrow was due north"","the subject matter at issue; "the question of disease merits serious discussion"; "under the head of minor Roman poets"","a line of text serving to indicate what the passage below it is about; "the heading seemed to have little to do with the text"","the rounded end of a bone that fits into a rounded cavity in another bone to form a joint; "the head of the humerus"","that part of a skeletal muscle that is away from the bone that it moves","(computer science) a tiny electromagnetic coil and metal pole used to write and read magnetic patterns on a disk","(usually plural) the obverse side of a coin that usually bears the representation of a person's head; "call heads or tails!"","the striking part of a tool; "the head of the hammer"","(nautical) a toilet on board a boat or ship","a projection out from one end; "the head of the nail", "a pinhead is the head of a pin"","a membrane that is stretched taut over a drum","oral stimulation of the genitals; "they say he gives good head"","to go or travel towards; "where is she heading"; "We were headed for the mountains"","be in charge of; "Who is heading this project?"","travel in front of; go in advance of others; "The procession was headed by John"","be the first or leading member of (a group) and excel; "This student heads the class"","direct the course; determine the direction of travelling","take its rise; "These rivers head from a mountain range in the Himalayas"","be in the front of or on top of; "The list was headed by the name of the president"","form a head or come or grow to a head; "The wheat headed early this year"","remove the head of; "head the fish""
headache,"something or someone that causes anxiety; a source of unhappiness; "New York traffic is a constant concern"; "it's a major worry"","pain in the head caused by dilation of cerebral arteries or muscle contractions or a reaction to drugs"
headaches,"something or someone that causes anxiety; a source of unhappiness; "New York traffic is a constant concern"; "it's a major worry"","pain in the head caused by dilation of cerebral arteries or muscle contractions or a reaction to drugs"
headachier
headachiest
headachy
headband,"a band worn around or over the head; "the earphones were held in place by a headband""
headbands,"a band worn around or over the head; "the earphones were held in place by a headband""
headdress,"clothing for the head"
headdresses
headed,"having a heading or course in a certain direction; "westward headed wagons"","having a heading or caption; "a headed column"; "headed notepaper"","having a head of a specified kind or anything that serves as a head; often used in combination; "headed bolts"; "three-headed Cerberus"; "a cool-headed fighter pilot"","of leafy vegetables; having formed into a head; "headed cabbages""
header,"a line of text serving to indicate what the passage below it is about; "the heading seemed to have little to do with the text"","horizontal beam used as a finishing piece over a door or window","brick that is laid sideways at the top of a wall","a framing member crossing and supporting the ends of joists, studs, or rafters so as to transfer their weight to parallel joists, studs, or rafters","a machine that cuts the heads off grain and moves them into a wagon","(soccer) the act of hitting the ball with your head","a headlong jump (or fall); "he took a header into the shrubbery""
headers,"a line of text serving to indicate what the passage below it is about; "the heading seemed to have little to do with the text"","horizontal beam used as a finishing piece over a door or window","brick that is laid sideways at the top of a wall","a framing member crossing and supporting the ends of joists, studs, or rafters so as to transfer their weight to parallel joists, studs, or rafters","a machine that cuts the heads off grain and moves them into a wagon","(soccer) the act of hitting the ball with your head","a headlong jump (or fall); "he took a header into the shrubbery""
headfirst,"with the head foremost; "a headfirst plunge down the stairs"; "a headlong dive into the pool"","with the head foremost; "the runner slid headlong into third base""
headgate
headgates
headgear,"clothing for the head","the hoist at the pithead of a mine","stable gear consisting of any part of a harness that fits about the horse's head"
headgears,"clothing for the head","the hoist at the pithead of a mine","stable gear consisting of any part of a harness that fits about the horse's head"
headhunt
headhunted
headhunting
headhunts
headier,"marked by the exercise of good judgment or common sense in practical matters; "judicious use of one's money"; "a wise decision"","extremely exciting as if by alcohol or a narcotic","marked by defiant disregard for danger or consequences; "foolhardy enough to try to seize the gun from the hijacker"; "became the fiercest and most reckless of partisans"-Macaulay; "a reckless driver"; "a rash attempt to climb Mount Everest""
headiest,"marked by the exercise of good judgment or common sense in practical matters; "judicious use of one's money"; "a wise decision"","extremely exciting as if by alcohol or a narcotic","marked by defiant disregard for danger or consequences; "foolhardy enough to try to seize the gun from the hijacker"; "became the fiercest and most reckless of partisans"-Macaulay; "a reckless driver"; "a rash attempt to climb Mount Everest""
headily
heading,"a line of text serving to indicate what the passage below it is about; "the heading seemed to have little to do with the text"","the direction or path along which something moves or along which it lies","a horizontal (or nearly horizontal) passageway in a mine; "they dug a drift parallel with the vein""
headings,"a line of text serving to indicate what the passage below it is about; "the heading seemed to have little to do with the text"","the direction or path along which something moves or along which it lies","a horizontal (or nearly horizontal) passageway in a mine; "they dug a drift parallel with the vein""
headlamp,"a powerful light with reflector; attached to the front of an automobile or locomotive"
headlamps,"a powerful light with reflector; attached to the front of an automobile or locomotive"
headland,"a natural elevation (especially a rocky one that juts out into the sea)"
